Attack ID,Timestamp,Source IP,Destination IP,Attack Type,Protocol Used,Port Number,Malware Used,Payload Size (KB),Country of Origin,Target Organization,Response Time (ms),Attack Severity,Success Status,Data Compromised (MB),Firewall Status,User Credentials Leaked,Ransom Demand ($),Remediation Applied,Attack Source Category
2.66E+46,26:56.8,12.162.18.232,179.56.199.132,Malware Injection,SMTP,45141,Trojan.Win32,105.3,India,GovSecure,823,Critical,Yes,71.68,No,14,0,IP Ban,Insider Threat
520d617b,58:56.8,196.150.235.230,41.48.187.86,Brute Force,TCP,27638,Ransom.Locky,319.67,Germany,Bank Corp,62,Low,Yes,177.7,Yes,66,0,Patch Update,Insider Threat
7c10efeb,30:56.8,35.110.218.151,101.126.151.177,Brute Force,TCP,37955,Zeus,258.99,Brazil,RetailMart,1162,Critical,No,0,Yes,0,0,IP Ban,State-Sponsored
94c1c63b,57:56.8,122.107.146.150,139.80.32.184,XSS,UDP,65188,Zeus,375.9,Iran,FinanceTrust,2141,Low,No,0,No,0,0,Alert Sent,Botnet
74d4b187,43:56.8,196.121.208.179,103.97.57.31,Ransomware,HTTPS,216,Zeus,318.07,Iran,HealthNet,3086,Low,Yes,150.42,Yes,102,889201.57,Patch Update,Insider Threat
a6229aac,40:56.8,80.153.48.110,211.35.146.238,DDoS,UDP,99,,256.73,UK,GovSecure,1800,High,No,0,Yes,0,0,IP Ban,Individual Hacker
df122b6b,17:56.8,215.242.160.25,148.172.224.183,Brute Force,TCP,2978,TrickBot,44.14,UK,FinanceTrust,723,Medium,No,0,No,0,0,Patch Update,State-Sponsored
db87a0f7,26:56.8,94.181.225.16,7.198.191.130,Phishing,FTP,15561,Emotet,125.09,Germany,FinanceTrust,1660,Medium,Yes,156.49,No,96,0,Data Recovery,Individual Hacker
b9eb736f,26:56.8,72.232.104.142,149.122.20.173,Ransomware,HTTPS,33466,WannaCry,243.04,North Korea,GovSecure,1659,High,Yes,13.49,Yes,25,885005.22,Firewall Upgrade,State-Sponsored
87f98bfc,16:56.8,250.165.24.55,186.130.72.208,SQL Injection,HTTP,3706,Ransom.Locky,138.8,Iran,Bank Corp,2294,High,No,0,Yes,0,0,Data Recovery,Botnet
27b4161a,17:56.8,11.74.41.124,253.246.47.183,Malware Injection,ICMP,29700,SpyEye,118.31,UK,RetailMart,1333,Critical,Yes,74.97,Yes,334,0,Patch Update,Insider Threat
d445f4d6,59:56.8,157.53.102.141,174.170.6.72,SQL Injection,TCP,6004,Trojan.Win32,188.3,Germany,GovSecure,3630,Low,Yes,158.98,No,326,0,Alert Sent,Insider Threat
210b2d52,21:56.8,157.9.192.242,89.51.89.56,Phishing,UDP,50710,TrickBot,320.24,Iran,RetailMart,4423,Critical,No,0,No,0,0,Alert Sent,Individual Hacker
bb0ed314,45:56.8,28.150.228.60,175.138.94.122,Malware Injection,ICMP,28852,Ransom.Locky,261.22,Russia,HealthNet,2788,Critical,No,0,Yes,0,0,IP Ban,Insider Threat
ef4484b3,01:56.8,221.193.25.240,5.116.217.68,MITM Attack,TCP,64425,TrickBot,420.73,USA,Bank Corp,4561,Medium,Yes,118.29,No,227,0,Firewall Upgrade,Botnet
d9d89612,46:56.8,66.85.37.34,158.187.108.85,XSS,TCP,44987,Mirai,125.94,Russia,FinanceTrust,1507,High,Yes,21.46,No,633,0,Data Recovery,State-Sponsored
d6a90b85,45:56.8,209.118.202.86,49.41.255.59,SQL Injection,SSH,47383,Zeus,44.89,China,EduCare,3553,Medium,No,0,Yes,0,0,IP Ban,Botnet
7d9a3512,56:56.8,230.28.12.44,150.112.26.234,Malware Injection,HTTP,17347,Zeus,333.86,China,RetailMart,966,Low,No,0,No,0,0,Firewall Upgrade,Insider Threat
e88f7bdd,48:56.8,134.54.91.2,137.64.29.176,XSS,SSH,40321,Mirai,450.39,Brazil,GovSecure,367,High,Yes,120.09,No,523,0,Patch Update,Insider Threat
19e7ffaf,01:56.8,215.119.189.78,172.140.170.201,Phishing,UDP,1640,TrickBot,430.55,Russia,GovSecure,684,High,Yes,125.93,No,999,0,Alert Sent,Insider Threat
710d3899,08:56.8,116.116.200.204,126.160.97.45,Ransomware,FTP,6613,Ransom.Locky,439.17,Iran,Bank Corp,3927,Medium,Yes,17.09,Yes,592,937204.81,Data Recovery,Botnet
20dd2d39,39:56.8,45.192.214.218,128.254.91.24,Malware Injection,FTP,23305,WannaCry,1.5,Russia,Tech Solutions,2172,High,No,0,Yes,0,0,Alert Sent,Botnet
f12b8c92,10:56.8,43.127.233.181,226.106.104.19,SQL Injection,SMTP,34381,Ransom.Locky,100.76,Iran,Tech Solutions,4281,Critical,No,0,No,0,0,Data Recovery,Insider Threat
d49449f6,48:56.8,10.27.247.170,243.191.110.19,Phishing,FTP,40326,,67.18,Iran,Bank Corp,836,Medium,No,0,No,0,0,IP Ban,Botnet
5b07314a,26:56.8,142.213.31.187,173.13.128.166,XSS,SSH,38584,Mirai,106.45,Brazil,HealthNet,3416,Critical,Yes,74.38,Yes,80,0,Alert Sent,Botnet
7a4f353a,09:56.8,79.238.192.89,152.79.196.23,XSS,HTTP,59904,Trojan.Win32,40.53,UK,Tech Solutions,3092,Medium,Yes,116.93,Yes,68,0,Data Recovery,Botnet
27f15228,11:56.8,230.216.100.244,220.225.98.252,DDoS,HTTPS,39312,Ransom.Locky,393.7,China,EduCare,1682,High,No,0,Yes,0,0,IP Ban,Botnet
3ae9eec3,56:56.8,80.26.123.17,42.72.134.53,MITM Attack,UDP,16569,Emotet,16.95,Russia,RetailMart,2012,Medium,No,0,No,0,0,IP Ban,Botnet
c696b39e,44:56.8,207.70.146.87,30.53.234.70,DDoS,TCP,41722,SpyEye,116.16,North Korea,Tech Solutions,3554,Low,Yes,59.71,Yes,704,0,Data Recovery,Botnet
89b72922,33:56.8,80.163.4.185,140.147.173.26,SQL Injection,ICMP,35201,Emotet,487.73,Germany,HealthNet,3132,Medium,No,0,Yes,0,0,Patch Update,Insider Threat
29db2502,55:56.8,196.70.66.38,177.134.63.140,MITM Attack,TCP,31426,Zeus,263.14,India,GovSecure,2475,Low,Yes,117.57,Yes,127,0,Alert Sent,Insider Threat
4ea0a017,02:56.8,212.244.114.172,247.48.224.176,XSS,SMTP,64247,WannaCry,406.72,Iran,Tech Solutions,3052,High,No,0,No,0,0,IP Ban,Insider Threat
c7d9b125,05:56.8,214.229.195.130,100.240.155.197,Phishing,TCP,35937,Ransom.Locky,0.82,India,GovSecure,1610,High,No,0,No,0,0,Firewall Upgrade,Individual Hacker
1c5e35ab,16:56.8,183.248.46.73,39.192.207.231,Malware Injection,HTTPS,27492,Emotet,147.19,Brazil,RetailMart,3166,High,Yes,5.24,Yes,828,0,Data Recovery,Individual Hacker
1fbed15c,34:56.8,198.173.133.179,88.105.172.108,DDoS,SSH,46869,SpyEye,319.83,Brazil,Bank Corp,3282,Critical,No,0,Yes,0,0,IP Ban,Individual Hacker
12165ffd,04:56.8,11.230.24.131,54.217.222.68,MITM Attack,ICMP,24420,TrickBot,83.25,Russia,Tech Solutions,4460,Medium,Yes,86.39,Yes,832,0,Alert Sent,Individual Hacker
2aa7d05f,31:56.8,86.19.220.26,73.204.116.208,Ransomware,SMTP,59152,WannaCry,409.32,Russia,Bank Corp,3979,Low,Yes,62.82,No,483,243559.21,Data Recovery,Insider Threat
83b102e9,38:56.8,22.167.55.52,194.28.177.140,SQL Injection,SMTP,23170,Ransom.Locky,338.59,Germany,GovSecure,1020,Critical,Yes,108.12,No,369,0,Firewall Upgrade,Individual Hacker
9dd04ca2,36:56.8,136.69.242.29,253.158.242.231,MITM Attack,SMTP,14526,WannaCry,115.67,Russia,RetailMart,1383,Medium,Yes,26.55,Yes,325,0,Data Recovery,Insider Threat
cffabced,43:56.8,163.67.103.192,243.82.74.162,Phishing,HTTP,20331,Emotet,189.34,USA,GovSecure,2961,High,No,0,No,0,0,IP Ban,Botnet
231afc09,40:56.8,153.75.184.101,248.175.177.193,Malware Injection,TCP,29975,Ransom.Locky,339.28,China,Bank Corp,1862,Medium,No,0,Yes,0,0,Firewall Upgrade,Individual Hacker
8d8e9906,00:56.8,111.253.74.36,223.21.188.148,Malware Injection,UDP,61118,,186.13,USA,Tech Solutions,3239,Medium,No,0,Yes,0,0,Patch Update,Insider Threat
3d7d1c83,43:56.8,214.28.252.160,139.236.90.171,DDoS,ICMP,41918,SpyEye,482.91,India,HealthNet,4650,Medium,No,0,Yes,0,0,Patch Update,Individual Hacker
f04f1336,48:56.8,8.92.74.163,93.51.187.9,MITM Attack,HTTP,49890,Mirai,293.07,Brazil,Tech Solutions,3493,High,Yes,16.16,No,615,0,Patch Update,Individual Hacker
d9a80288,02:56.8,115.96.16.194,188.5.33.210,Brute Force,HTTPS,53595,SpyEye,128.98,China,GovSecure,85,Low,Yes,93.39,No,794,0,Data Recovery,Botnet
564100b5,29:56.8,69.249.219.27,233.217.186.187,SQL Injection,FTP,38260,Mirai,104.82,Germany,Tech Solutions,3098,High,Yes,2.72,Yes,135,0,Data Recovery,Botnet
8d921b36,15:56.8,212.70.61.52,93.7.138.224,XSS,HTTP,41693,Ransom.Locky,112.99,North Korea,RetailMart,3691,Medium,Yes,48.57,Yes,543,0,Alert Sent,Individual Hacker
7b3f993c,26:56.8,187.247.64.38,252.149.227.62,Malware Injection,SSH,13069,TrickBot,131.95,Iran,RetailMart,510,Medium,No,0,No,0,0,Patch Update,State-Sponsored
6e3f9ac5,57:56.8,84.201.75.159,139.15.105.31,Phishing,ICMP,54351,Emotet,379.28,Iran,RetailMart,3508,High,Yes,28.69,No,352,0,IP Ban,Insider Threat
50584bf5,01:56.8,226.2.179.112,165.205.174.189,Brute Force,ICMP,1602,,401.54,Brazil,RetailMart,3108,High,Yes,48.58,No,94,0,Data Recovery,Insider Threat
2e69ef08,13:56.8,170.109.215.148,74.53.197.145,Ransomware,FTP,8239,SpyEye,311.32,North Korea,HealthNet,1245,Medium,Yes,158.79,Yes,101,614948.18,Patch Update,State-Sponsored
1a7d21aa,50:56.8,73.122.45.100,156.36.111.95,DDoS,TCP,13624,,65.26,UK,EduCare,2171,Medium,No,0,Yes,0,0,IP Ban,Botnet
be6c5420,14:56.8,252.194.7.130,164.164.19.213,MITM Attack,FTP,55940,Ransom.Locky,223.54,India,Bank Corp,3558,High,Yes,35.46,No,397,0,Firewall Upgrade,State-Sponsored
e4a5bdfc,26:56.8,221.201.251.134,160.106.37.232,DDoS,FTP,29045,,403.2,UK,Bank Corp,1329,Low,No,0,Yes,0,0,IP Ban,Insider Threat
2a990efa,52:56.8,212.17.23.58,130.217.38.10,Phishing,SSH,1236,Ransom.Locky,72.91,USA,HealthNet,2113,Critical,No,0,Yes,0,0,Patch Update,Botnet
520c5afc,36:56.8,214.44.24.213,53.111.7.24,Malware Injection,SMTP,38721,TrickBot,239.07,Iran,Tech Solutions,1235,Critical,No,0,Yes,0,0,Firewall Upgrade,Insider Threat
992dc86b,04:56.8,126.253.160.37,194.22.17.245,DDoS,HTTPS,50785,Emotet,420.89,North Korea,Bank Corp,1215,Critical,No,0,No,0,0,Alert Sent,Insider Threat
c7012161,31:56.8,119.165.185.8,251.244.114.30,Phishing,SSH,46594,SpyEye,338.56,India,FinanceTrust,3866,Low,Yes,56.54,Yes,366,0,Patch Update,Insider Threat
2bc436d3,59:56.8,42.5.252.178,7.183.30.250,XSS,HTTPS,61965,,147.97,Brazil,Bank Corp,965,Critical,No,0,Yes,0,0,IP Ban,Insider Threat
b66980bf,42:56.8,141.73.110.51,145.109.229.125,MITM Attack,SSH,21030,Trojan.Win32,346.6,North Korea,GovSecure,2556,High,No,0,Yes,0,0,IP Ban,State-Sponsored
0540c42f,38:56.8,28.171.151.167,48.37.253.93,Brute Force,ICMP,64914,Trojan.Win32,87.47,North Korea,Bank Corp,2298,Low,No,0,Yes,0,0,Firewall Upgrade,Individual Hacker
a70a13f1,34:56.8,199.240.225.136,36.84.249.14,Malware Injection,TCP,40027,TrickBot,57.17,USA,RetailMart,338,Low,No,0,Yes,0,0,Patch Update,Insider Threat
7ce81cdb,05:56.8,63.154.77.67,44.14.162.205,Phishing,HTTP,12974,,152.42,Brazil,Tech Solutions,1836,Medium,No,0,Yes,0,0,Firewall Upgrade,State-Sponsored
4b76fce7,16:56.8,38.231.41.5,159.129.246.90,DDoS,SMTP,57268,TrickBot,231.53,Russia,Tech Solutions,1303,Critical,No,0,Yes,0,0,IP Ban,Insider Threat
81e85454,21:56.8,73.204.97.206,199.159.55.48,SQL Injection,SMTP,64866,SpyEye,413.5,Brazil,RetailMart,109,Medium,No,0,Yes,0,0,Firewall Upgrade,State-Sponsored
53bf0809,08:56.8,111.168.228.37,89.148.239.170,Malware Injection,SMTP,35063,TrickBot,463.05,North Korea,FinanceTrust,1749,Critical,Yes,41.23,No,715,0,Data Recovery,Individual Hacker
7b66b4d6,47:56.8,230.106.172.114,114.67.62.234,XSS,UDP,30722,WannaCry,126.14,North Korea,Tech Solutions,2982,High,Yes,41.79,Yes,912,0,Firewall Upgrade,State-Sponsored
5583ab5d,22:56.8,251.181.218.162,73.209.96.145,DDoS,HTTPS,31663,SpyEye,9.11,USA,FinanceTrust,2308,Critical,Yes,89.43,No,431,0,Patch Update,Insider Threat
d8d7d59a,16:56.8,9.49.99.139,209.131.91.245,DDoS,UDP,61999,Emotet,482.36,UK,EduCare,1476,Critical,No,0,No,0,0,Data Recovery,Botnet
adbe8d08,30:56.8,117.51.18.84,177.156.203.169,Malware Injection,SMTP,21826,,488.38,UK,EduCare,3818,High,No,0,Yes,0,0,IP Ban,State-Sponsored
dd3a57d9,41:56.8,1.147.54.154,134.224.33.111,Malware Injection,HTTPS,24179,Emotet,116.96,UK,FinanceTrust,4169,Low,No,0,Yes,0,0,Patch Update,Individual Hacker
34881ce2,53:56.8,211.167.51.6,137.125.188.215,Brute Force,TCP,38988,,228.44,North Korea,EduCare,2740,Low,Yes,114.97,No,13,0,Patch Update,State-Sponsored
8c33a2e1,08:56.8,30.205.125.70,82.168.85.53,DDoS,FTP,5151,WannaCry,254.24,Russia,HealthNet,3140,Low,No,0,Yes,0,0,Patch Update,Individual Hacker
6b8b3c45,19:56.8,177.55.32.228,44.18.213.121,XSS,SSH,62757,Trojan.Win32,205.75,Brazil,FinanceTrust,4786,High,No,0,No,0,0,Firewall Upgrade,State-Sponsored
92aa3ed4,07:56.8,21.172.60.31,219.130.131.112,DDoS,FTP,65373,Trojan.Win32,214.03,Russia,HealthNet,836,Medium,Yes,61.44,No,940,0,Alert Sent,Insider Threat
fc79db32,34:56.8,33.136.229.249,21.216.216.43,SQL Injection,HTTP,60819,Ransom.Locky,348.62,India,RetailMart,1867,Critical,No,0,Yes,0,0,IP Ban,State-Sponsored
dde40bbc,48:56.8,156.1.11.12,178.231.156.67,Brute Force,FTP,31974,SpyEye,367.91,Germany,FinanceTrust,2032,High,Yes,84.58,No,804,0,IP Ban,State-Sponsored
2e7b4457,44:56.8,87.190.198.79,78.156.5.84,Malware Injection,HTTP,29122,Ransom.Locky,421.68,USA,Bank Corp,2261,Low,Yes,159.89,Yes,554,0,Data Recovery,State-Sponsored
58ffe6ed,19:56.8,166.197.188.57,149.177.117.113,DDoS,SSH,33499,Emotet,75.83,Germany,Bank Corp,4105,Critical,Yes,168.08,No,649,0,Alert Sent,Individual Hacker
bee273e5,48:56.8,179.45.142.53,82.125.95.11,SQL Injection,ICMP,21939,TrickBot,376.51,Brazil,EduCare,3945,Low,No,0,Yes,0,0,Data Recovery,Individual Hacker
83233c57,26:56.8,140.243.51.9,193.78.136.75,XSS,FTP,55298,,0.82,UK,FinanceTrust,4774,High,Yes,144.86,Yes,589,0,IP Ban,Insider Threat
0cc3df93,55:56.8,100.80.127.20,120.69.89.127,MITM Attack,HTTP,18600,Mirai,137.11,UK,HealthNet,2636,Low,No,0,No,0,0,Firewall Upgrade,Botnet
1.97E+280,42:56.8,230.45.91.150,122.226.199.71,XSS,SMTP,3305,Emotet,275.89,Germany,Bank Corp,3790,Critical,No,0,No,0,0,IP Ban,Insider Threat
0d7a07a4,27:56.8,203.104.89.120,62.48.50.29,SQL Injection,SMTP,38400,SpyEye,234.38,North Korea,Bank Corp,2394,Medium,No,0,Yes,0,0,IP Ban,Individual Hacker
c3f048b9,15:56.8,171.82.61.132,93.221.82.27,Malware Injection,UDP,32949,Zeus,46.77,China,RetailMart,3349,Critical,Yes,56.45,No,243,0,Alert Sent,State-Sponsored
fbdbe6d2,44:56.8,4.190.128.225,51.167.230.216,DDoS,TCP,49810,WannaCry,328.06,India,EduCare,4842,Medium,No,0,Yes,0,0,IP Ban,Botnet
9e8ff2a1,12:56.8,8.181.63.213,34.211.131.236,XSS,FTP,36832,TrickBot,40.69,Brazil,FinanceTrust,569,Medium,No,0,No,0,0,Patch Update,Individual Hacker
bea3a4ea,17:56.8,185.222.86.157,222.36.254.175,Ransomware,TCP,25878,TrickBot,105.52,Germany,RetailMart,2103,Medium,Yes,129.24,Yes,610,90862.55,Firewall Upgrade,State-Sponsored
f085b048,24:56.8,147.10.104.157,206.88.68.126,Phishing,HTTPS,10743,SpyEye,114.11,India,Bank Corp,2125,Low,Yes,87.53,No,993,0,Alert Sent,Botnet
df3e4757,33:56.8,11.193.179.224,9.160.179.108,DDoS,TCP,62595,Zeus,415.07,Iran,HealthNet,106,Low,Yes,37.28,Yes,745,0,Alert Sent,Botnet
a7aa9512,34:56.8,105.248.183.28,148.8.213.38,Ransomware,UDP,31530,WannaCry,155.4,UK,Tech Solutions,2505,Critical,Yes,15.69,Yes,342,465450.67,IP Ban,Individual Hacker
c57ebe11,06:56.8,90.124.198.79,244.104.52.224,Ransomware,UDP,19887,TrickBot,146.57,Russia,RetailMart,364,Medium,No,0,No,0,237036.6,IP Ban,State-Sponsored
4ecdead7,32:56.8,159.95.135.219,243.133.240.21,XSS,SSH,50135,Zeus,103.93,India,FinanceTrust,11,Low,Yes,195.34,No,96,0,Patch Update,Individual Hacker
0a018e30,19:56.8,205.22.83.47,189.243.173.154,XSS,SMTP,56572,Mirai,134.21,Brazil,Bank Corp,2368,Low,Yes,4.21,Yes,217,0,Alert Sent,Botnet
4e6c1665,43:56.8,75.112.125.223,2.71.229.6,Brute Force,UDP,5939,Trojan.Win32,258.72,Brazil,RetailMart,4699,Critical,Yes,15.44,Yes,531,0,IP Ban,State-Sponsored
e46bad19,49:56.8,151.23.171.219,94.166.18.242,XSS,TCP,61076,Emotet,455.07,Brazil,Tech Solutions,683,Critical,No,0,Yes,0,0,IP Ban,State-Sponsored
cf93b05a,43:56.8,130.173.8.196,16.4.183.228,Malware Injection,HTTPS,20931,Emotet,199.01,China,RetailMart,42,Critical,Yes,75.15,Yes,503,0,Firewall Upgrade,Individual Hacker
58020b64,13:56.8,153.96.15.210,95.111.238.16,Malware Injection,SSH,58759,Zeus,329.2,North Korea,EduCare,1637,Critical,Yes,6.42,Yes,55,0,Patch Update,Individual Hacker
dd836f8e,14:56.8,43.236.184.67,187.226.150.52,Phishing,FTP,32238,Zeus,12.73,UK,RetailMart,2605,Medium,No,0,Yes,0,0,Data Recovery,State-Sponsored
7ee99e88,22:56.8,138.201.60.14,100.90.250.217,XSS,ICMP,48867,Mirai,13.49,Iran,HealthNet,63,Low,Yes,41.77,Yes,157,0,IP Ban,Insider Threat
a5b6e6cf,28:56.8,40.104.242.131,50.181.245.18,Brute Force,SMTP,54357,Mirai,207.66,Russia,FinanceTrust,2923,Critical,Yes,81.84,No,541,0,Data Recovery,Individual Hacker
75aeb0d4,28:56.8,160.124.120.172,28.254.132.77,SQL Injection,SMTP,197,SpyEye,390.75,North Korea,RetailMart,1404,Medium,Yes,114.89,Yes,514,0,Data Recovery,Insider Threat
4c0a0807,15:56.8,88.131.169.207,119.31.94.211,Malware Injection,FTP,35346,Ransom.Locky,87.11,China,Bank Corp,1232,Medium,Yes,194.31,Yes,608,0,IP Ban,Individual Hacker
01f091bf,51:56.8,219.137.193.76,46.209.39.71,Malware Injection,FTP,21760,Mirai,316.45,India,GovSecure,4483,Medium,No,0,Yes,0,0,Alert Sent,Insider Threat
5a12b825,50:56.8,8.94.185.77,220.5.40.98,Malware Injection,TCP,50958,Trojan.Win32,110.64,Germany,EduCare,1445,High,Yes,139.71,Yes,681,0,Data Recovery,Individual Hacker
2a84bc22,01:56.8,170.154.182.4,205.31.235.39,SQL Injection,SMTP,25935,Trojan.Win32,297.76,Brazil,HealthNet,3994,High,Yes,176.25,No,614,0,Patch Update,Insider Threat
ece79e36,18:56.8,96.175.218.215,217.142.120.144,SQL Injection,ICMP,35741,,175.88,UK,HealthNet,4851,High,No,0,Yes,0,0,IP Ban,Botnet
e72c055f,59:56.8,204.120.87.189,40.220.1.121,Ransomware,SSH,55008,Mirai,348.78,Iran,RetailMart,2706,Low,No,0,No,0,469719.49,IP Ban,Individual Hacker
d113bf5a,29:56.8,231.246.237.188,44.67.225.9,SQL Injection,TCP,46308,Ransom.Locky,395.3,North Korea,Bank Corp,2240,High,Yes,77.23,No,597,0,Patch Update,Individual Hacker
6416b36d,25:56.8,14.255.24.97,98.118.110.231,MITM Attack,FTP,14447,Trojan.Win32,416.33,India,EduCare,734,Critical,No,0,Yes,0,0,Alert Sent,Insider Threat
441f48ff,41:56.8,64.85.81.251,75.66.90.189,XSS,FTP,33563,Zeus,90.01,USA,EduCare,2439,Medium,Yes,29.61,Yes,706,0,IP Ban,Individual Hacker
b6a08ce4,44:56.8,40.46.233.59,135.81.146.189,MITM Attack,HTTPS,40850,WannaCry,126.76,UK,HealthNet,3088,Low,No,0,No,0,0,Firewall Upgrade,State-Sponsored
f637feef,00:56.8,44.42.227.43,236.141.154.44,DDoS,SSH,13141,TrickBot,418.89,China,Tech Solutions,1322,Critical,No,0,No,0,0,IP Ban,State-Sponsored
4dafd17b,08:56.8,158.129.188.109,67.181.174.14,Malware Injection,SSH,8340,,475.05,North Korea,Bank Corp,2064,Medium,No,0,Yes,0,0,Data Recovery,Botnet
18cbaadb,33:56.8,80.178.96.131,25.210.127.227,Phishing,SSH,43704,SpyEye,169.02,Russia,Tech Solutions,3166,Medium,No,0,Yes,0,0,Firewall Upgrade,Botnet
3ae779dc,14:56.8,61.40.115.140,50.247.164.181,Brute Force,SSH,15038,Trojan.Win32,120.22,Russia,FinanceTrust,1517,Low,Yes,100.04,Yes,667,0,Data Recovery,Botnet
7762c9a7,24:56.8,76.247.39.165,55.173.205.85,XSS,TCP,57997,WannaCry,324.95,USA,EduCare,4808,High,Yes,45.02,Yes,54,0,Alert Sent,State-Sponsored
4d2bc04b,25:56.8,38.241.199.2,207.24.178.38,SQL Injection,SMTP,27443,Emotet,270.55,Iran,Bank Corp,1576,Critical,No,0,Yes,0,0,Data Recovery,Insider Threat
87a3c53c,36:56.8,140.83.211.66,206.159.24.90,Malware Injection,SMTP,7239,WannaCry,236.19,Brazil,HealthNet,607,Critical,Yes,121.28,Yes,486,0,Alert Sent,Botnet
88fea14e,51:56.8,209.123.106.79,21.132.94.181,Ransomware,SSH,44730,TrickBot,345.58,Brazil,GovSecure,2098,Medium,Yes,69.74,Yes,958,748759.61,IP Ban,State-Sponsored
8d9efe3c,07:56.8,29.168.177.7,28.133.200.232,XSS,ICMP,44362,,494.18,Brazil,EduCare,3034,Low,Yes,199.66,No,984,0,Alert Sent,Individual Hacker
fd9d1455,26:56.8,229.198.76.122,222.172.229.56,XSS,TCP,49261,TrickBot,389.43,India,Tech Solutions,3489,Medium,Yes,131.42,No,199,0,Patch Update,Botnet
5f4e8c25,47:56.8,158.83.103.204,19.224.210.231,XSS,TCP,42842,WannaCry,42.02,Russia,Tech Solutions,3557,Medium,No,0,No,0,0,Data Recovery,Insider Threat
6dd99ec4,47:56.8,195.96.95.205,242.119.70.178,XSS,SMTP,20840,TrickBot,66.2,Russia,Bank Corp,418,Medium,Yes,103.73,Yes,291,0,Alert Sent,Insider Threat
2d986633,57:56.8,251.147.248.236,169.172.48.223,Malware Injection,HTTPS,7468,SpyEye,119.24,USA,EduCare,3747,High,No,0,No,0,0,Alert Sent,Insider Threat
42ebefef,39:56.8,106.152.108.253,139.232.111.250,Brute Force,SSH,40392,SpyEye,81.02,Russia,FinanceTrust,2601,Medium,Yes,118.92,Yes,207,0,IP Ban,State-Sponsored
f6303370,23:56.8,253.208.218.120,5.54.13.62,SQL Injection,FTP,63995,,457.95,China,RetailMart,4135,High,No,0,No,0,0,Data Recovery,State-Sponsored
7e49afee,06:56.8,190.208.156.254,3.95.23.96,MITM Attack,FTP,58005,Trojan.Win32,105.06,North Korea,Tech Solutions,3297,Critical,No,0,Yes,0,0,Data Recovery,Insider Threat
a7c62abf,29:56.8,31.216.101.242,211.145.7.191,Malware Injection,TCP,20979,Mirai,312.99,Russia,Bank Corp,3046,High,Yes,81.61,Yes,393,0,Firewall Upgrade,State-Sponsored
29448648,41:56.8,162.184.201.93,246.214.33.32,Phishing,UDP,48180,Zeus,30.77,UK,Bank Corp,4332,Medium,No,0,No,0,0,Firewall Upgrade,State-Sponsored
b32eeec2,33:56.8,77.7.152.153,98.219.240.172,XSS,HTTP,37498,Emotet,8.43,India,Tech Solutions,766,High,Yes,147.34,Yes,968,0,IP Ban,Insider Threat
27bac4c9,57:56.8,201.170.89.17,50.76.234.177,SQL Injection,HTTPS,48185,Mirai,85.34,Germany,HealthNet,860,Critical,Yes,61.18,Yes,21,0,IP Ban,Individual Hacker
b44511f9,20:56.8,235.79.252.145,145.253.178.151,Brute Force,HTTPS,32567,Ransom.Locky,57.7,North Korea,FinanceTrust,717,High,No,0,No,0,0,Patch Update,Botnet
64ca83fd,38:56.8,199.30.3.45,2.143.25.88,Phishing,SMTP,29651,Mirai,178.21,Brazil,GovSecure,291,Low,No,0,No,0,0,Data Recovery,State-Sponsored
7f0b0068,14:56.8,99.93.123.89,224.122.86.10,SQL Injection,SMTP,14569,SpyEye,317.71,USA,FinanceTrust,1160,Critical,Yes,54.62,No,291,0,Data Recovery,Individual Hacker
da744c48,27:56.8,237.114.44.180,182.40.181.157,Brute Force,HTTP,23478,SpyEye,56.63,Germany,EduCare,4656,Critical,No,0,No,0,0,Data Recovery,State-Sponsored
db48cb79,46:56.8,50.232.206.252,57.84.146.204,XSS,SSH,2626,Ransom.Locky,223.9,Brazil,HealthNet,2691,Medium,Yes,86.52,Yes,289,0,Data Recovery,State-Sponsored
ae6cffb9,07:56.8,233.187.38.94,234.30.100.76,Ransomware,FTP,3741,Trojan.Win32,219.42,Iran,GovSecure,1913,High,No,0,No,0,766074.49,Alert Sent,Individual Hacker
dbfd1f50,36:56.8,156.226.93.164,9.152.68.111,MITM Attack,FTP,1138,Trojan.Win32,278.76,China,Tech Solutions,4064,Medium,Yes,132.11,No,237,0,IP Ban,Botnet
66b370ec,13:56.8,29.196.169.188,16.7.125.99,Ransomware,SMTP,30342,Trojan.Win32,350.74,UK,EduCare,4327,Low,Yes,65.02,Yes,977,256358.77,Alert Sent,State-Sponsored
f3cb90c1,00:56.8,126.167.9.228,132.20.109.8,Ransomware,ICMP,13217,SpyEye,286.64,China,GovSecure,1826,Low,No,0,Yes,0,881681.3,Data Recovery,Insider Threat
f504bf4b,54:56.8,126.171.32.187,215.141.227.67,MITM Attack,TCP,24541,Mirai,300.23,India,GovSecure,1336,Low,No,0,No,0,0,Data Recovery,Insider Threat
c95565da,44:56.8,174.11.69.74,164.88.130.137,Phishing,HTTP,12644,Ransom.Locky,344.31,UK,Bank Corp,3555,High,No,0,No,0,0,Alert Sent,State-Sponsored
b49c4555,16:56.8,254.83.194.155,42.153.36.17,Phishing,SMTP,44024,Ransom.Locky,452.23,India,FinanceTrust,3741,Medium,Yes,162.61,No,111,0,Alert Sent,Individual Hacker
